,0,1
0,"(5, 4)","(7, 4)"
1,"(1, 1)","(1, 0)"
2,"(3, 1)","(6, 1)"
3,"(5, 1)","(5, 0)"
4,"(2, 1)","(0, 1)"
5,"(5, 1)","(3, 1)"
6,"(5, 4)","(2, 4)"
7,"(5, 3)","(5, 1)"
8,"(3, 0)","(4, 0)"
9,"(5, 1)","(2, 1)"
10,"(2, 3)","(0, 3)"
11,"(5, 3)","(5, 5)"
12,"(5, 3)","(5, 4)"
13,"(3, 1)","(1, 1)"
14,"(2, 0)","(4, 0)"
15,"(7, 0)","(4, 0)"
16,"(5, 6)","(5, 3)"
17,"(2, 4)","(0, 4)"
18,"(2, 0)","(0, 0)"
19,"(2, 1)","(2, 0)"
20,"(4, 1)","(4, 0)"
21,"(3, 1)","(4, 1)"
22,"(5, 3)","(2, 3)"
23,"(5, 1)","(7, 1)"
24,"(7, 4)","(6, 4)"
