,0,1
0,"(7, 1)","(7, 3)"
1,"(7, 3)","(6, 3)"
2,"(7, 3)","(5, 3)"
3,"(4, 7)","(7, 7)"
4,"(4, 3)","(4, 7)"
5,"(4, 7)","(3, 7)"
6,"(6, 4)","(6, 7)"
7,"(6, 2)","(6, 4)"
8,"(2, 2)","(2, 6)"
9,"(2, 0)","(4, 0)"
10,"(4, 0)","(4, 1)"
11,"(4, 0)","(7, 0)"
12,"(4, 0)","(4, 2)"
13,"(0, 0)","(2, 0)"
14,"(2, 0)","(6, 0)"
15,"(2, 0)","(2, 1)"
16,"(2, 0)","(2, 2)"
17,"(4, 6)","(7, 6)"
18,"(4, 4)","(7, 4)"
19,"(4, 2)","(4, 4)"
20,"(3, 2)","(3, 6)"
21,"(4, 1)","(4, 3)"
22,"(4, 1)","(7, 1)"
23,"(4, 2)","(3, 2)"
24,"(3, 2)","(3, 5)"
25,"(6, 2)","(6, 6)"
26,"(6, 0)","(6, 2)"
27,"(4, 2)","(4, 6)"
