,0,1
0,"(7, 1)","(7, 3)"
1,"(7, 3)","(6, 3)"
2,"(2, 7)","(4, 7)"
3,"(5, 2)","(5, 4)"
4,"(5, 2)","(5, 6)"
5,"(5, 1)","(3, 1)"
6,"(5, 0)","(5, 1)"
7,"(5, 1)","(7, 1)"
8,"(7, 2)","(7, 4)"
9,"(5, 2)","(7, 2)"
10,"(7, 2)","(7, 6)"
11,"(7, 7)","(6, 7)"
12,"(3, 1)","(3, 3)"
13,"(3, 3)","(3, 5)"
14,"(0, 0)","(2, 0)"
15,"(2, 0)","(5, 0)"
16,"(7, 6)","(4, 6)"
17,"(7, 6)","(6, 6)"
18,"(7, 4)","(4, 4)"
19,"(7, 4)","(7, 7)"
20,"(5, 7)","(2, 7)"
21,"(5, 5)","(5, 7)"
22,"(3, 1)","(4, 1)"
23,"(5, 0)","(5, 2)"
24,"(5, 5)","(7, 5)"
25,"(5, 2)","(5, 5)"
26,"(3, 1)","(6, 1)"
