,0,1
0,"(3, 4)","(3, 7)"
1,"(7, 4)","(4, 4)"
2,"(3, 4)","(7, 4)"
3,"(3, 1)","(3, 3)"
4,"(3, 1)","(7, 1)"
5,"(3, 0)","(3, 1)"
6,"(3, 6)","(4, 6)"
7,"(4, 6)","(4, 7)"
8,"(4, 5)","(4, 3)"
9,"(7, 5)","(4, 5)"
10,"(4, 5)","(4, 2)"
11,"(7, 0)","(7, 2)"
12,"(3, 0)","(7, 0)"
13,"(6, 5)","(6, 7)"
14,"(3, 5)","(6, 5)"
15,"(3, 5)","(1, 5)"
16,"(1, 5)","(1, 7)"
17,"(3, 3)","(7, 3)"
18,"(3, 2)","(5, 2)"
19,"(1, 0)","(3, 0)"
20,"(3, 0)","(3, 2)"
21,"(3, 6)","(7, 6)"
22,"(3, 3)","(6, 3)"
23,"(3, 3)","(5, 3)"
24,"(3, 6)","(1, 6)"
25,"(3, 6)","(6, 6)"
26,"(3, 2)","(3, 6)"
27,"(3, 6)","(5, 6)"
28,"(7, 1)","(5, 1)"
29,"(7, 5)","(7, 7)"
30,"(7, 2)","(7, 5)"
31,"(7, 5)","(5, 5)"
32,"(3, 2)","(3, 5)"
33,"(0, 0)","(1, 0)"
34,"(3, 4)","(5, 4)"
35,"(5, 5)","(2, 5)"
36,"(5, 6)","(5, 7)"
37,"(3, 2)","(3, 4)"
38,"(3, 4)","(6, 4)"
