,0,1
0,"(3, 6)","(5, 6)"
1,"(1, 5)","(0, 5)"
2,"(1, 5)","(1, 2)"
3,"(1, 5)","(3, 5)"
4,"(1, 3)","(1, 6)"
5,"(1, 1)","(1, 0)"
6,"(7, 7)","(7, 4)"
7,"(0, 2)","(0, 0)"
8,"(6, 6)","(6, 2)"
9,"(2, 5)","(2, 7)"
10,"(3, 5)","(4, 5)"
11,"(4, 5)","(4, 2)"
12,"(2, 2)","(2, 4)"
13,"(4, 7)","(4, 4)"
14,"(0, 2)","(2, 2)"
15,"(3, 6)","(6, 6)"
16,"(4, 5)","(4, 3)"
17,"(7, 7)","(3, 7)"
18,"(7, 5)","(7, 3)"
19,"(1, 1)","(0, 1)"
20,"(7, 5)","(7, 2)"
21,"(5, 5)","(5, 2)"
22,"(3, 5)","(5, 5)"
23,"(3, 5)","(6, 5)"
24,"(1, 3)","(1, 1)"
25,"(1, 6)","(3, 6)"
26,"(3, 6)","(4, 6)"
27,"(1, 7)","(1, 3)"
28,"(5, 5)","(5, 3)"
29,"(2, 3)","(2, 1)"
30,"(2, 5)","(2, 3)"
31,"(0, 6)","(2, 6)"
32,"(0, 5)","(0, 2)"
33,"(3, 6)","(7, 6)"
34,"(0, 5)","(2, 5)"
35,"(7, 5)","(7, 7)"
36,"(1, 3)","(1, 5)"
37,"(4, 5)","(4, 7)"
38,"(1, 6)","(0, 6)"
39,"(3, 5)","(7, 5)"
40,"(6, 6)","(6, 7)"
41,"(7, 7)","(5, 7)"
