,0,1
0,"(7, 4)","(7, 3)"
1,"(1, 4)","(1, 3)"
2,"(6, 4)","(6, 7)"
3,"(3, 4)","(6, 4)"
4,"(3, 0)","(3, 1)"
5,"(1, 0)","(3, 0)"
6,"(3, 4)","(5, 4)"
7,"(5, 4)","(5, 7)"
8,"(5, 4)","(2, 4)"
9,"(1, 2)","(1, 6)"
10,"(3, 4)","(3, 7)"
11,"(1, 2)","(3, 2)"
12,"(1, 2)","(1, 4)"
13,"(1, 2)","(1, 5)"
14,"(1, 0)","(1, 2)"
15,"(3, 6)","(3, 3)"
16,"(3, 6)","(7, 6)"
17,"(3, 4)","(4, 4)"
18,"(1, 5)","(1, 7)"
19,"(3, 2)","(3, 6)"
20,"(3, 6)","(6, 6)"
21,"(7, 4)","(7, 7)"
22,"(1, 0)","(1, 1)"
23,"(3, 2)","(3, 4)"
24,"(3, 2)","(6, 2)"
25,"(3, 2)","(3, 5)"
26,"(0, 0)","(1, 0)"
27,"(3, 4)","(7, 4)"
