,0,1
0,"(4, 7)","(3, 7)"
1,"(4, 6)","(7, 6)"
2,"(4, 6)","(4, 7)"
3,"(2, 6)","(4, 6)"
4,"(4, 6)","(4, 3)"
5,"(2, 5)","(4, 5)"
6,"(4, 5)","(3, 5)"
7,"(2, 5)","(6, 5)"
8,"(5, 6)","(5, 2)"
9,"(7, 6)","(7, 7)"
10,"(0, 0)","(0, 2)"
11,"(0, 2)","(0, 6)"
12,"(0, 2)","(0, 5)"
13,"(0, 2)","(2, 2)"
14,"(6, 6)","(6, 7)"
15,"(4, 7)","(4, 4)"
16,"(5, 6)","(3, 6)"
17,"(2, 2)","(2, 6)"
18,"(5, 5)","(7, 5)"
19,"(2, 6)","(6, 6)"
20,"(0, 5)","(2, 5)"
21,"(2, 5)","(5, 5)"
22,"(0, 6)","(2, 6)"
23,"(5, 6)","(5, 7)"
24,"(2, 6)","(5, 6)"
25,"(5, 6)","(5, 3)"
