,0,1
0,"(2, 7)","(4, 7)"
1,"(4, 7)","(4, 5)"
2,"(4, 7)","(4, 4)"
3,"(4, 7)","(4, 3)"
4,"(1, 3)","(3, 3)"
5,"(0, 3)","(1, 3)"
6,"(0, 7)","(2, 7)"
7,"(0, 7)","(1, 7)"
8,"(0, 7)","(0, 6)"
9,"(0, 3)","(0, 7)"
10,"(5, 7)","(5, 6)"
11,"(2, 3)","(2, 6)"
12,"(1, 6)","(1, 2)"
13,"(1, 7)","(1, 6)"
14,"(1, 7)","(3, 7)"
15,"(0, 1)","(0, 3)"
16,"(0, 3)","(0, 5)"
17,"(0, 3)","(0, 4)"
18,"(2, 7)","(6, 7)"
19,"(6, 7)","(6, 6)"
20,"(7, 7)","(7, 6)"
21,"(2, 3)","(6, 3)"
22,"(0, 5)","(1, 5)"
23,"(5, 7)","(7, 7)"
24,"(7, 7)","(7, 4)"
25,"(2, 7)","(5, 7)"
26,"(2, 3)","(5, 3)"
27,"(2, 7)","(2, 3)"
28,"(0, 0)","(0, 1)"
29,"(4, 5)","(7, 5)"
30,"(1, 7)","(1, 4)"
31,"(4, 3)","(4, 6)"
