,0,1
0,Schwerin,Magde...
1,Olden...,Norden
2,Erfurt,Leipzig
3,Braun...,Hamburg
4,Karls...,Saarb...
5,Nuern...,Regen...
6,Bremen,Olden...
7,Erfurt,Chemnitz
8,Stutt...,Ulm
9,Erfurt,Wuerz...
10,Hannover,Bremen
11,Kiel,Flens...
12,Saarb...,Trier
13,Stutt...,Konstanz
14,Hannover,Biele...
15,Trier,Aachen
16,Konstanz,Stutt...
17,Karls...,Kaise...
18,Dortmund,Kassel
19,Regen...,Muenchen
20,Kaise...,Koblenz
21,Kassel,Erfurt
22,Regen...,Passau
23,Schwerin,Berlin
24,Erfurt,Dresden
25,Braun...,Hannover
26,Stutt...,Karls...
27,Wuerz...,Stutt...
28,Kaise...,Darms...
29,Kassel,Braun...
30,Koblenz,Koeln
31,Karls...,Mannheim
32,Wuerz...,Nuern...
33,Hannover,Osnab...
34,Konstanz,Kempten
35,Schwerin,Greif...
36,Nuern...,Bayreuth
37,Hamburg,Schwerin
38,Karls...,Freiburg
39,Bremen,Breme...
40,Hamburg,Kiel
