,0,1
0,Nuern...,Bayreuth
1,Dresden,Chemnitz
2,Essen,Dortmund
3,Dresden,Berlin
4,Essen,Duess...
5,Erfurt,Leipzig
6,Erfurt,Dresden
7,Kiel,Flens...
8,Konstanz,Freiburg
9,Kassel,Giessen
10,Berlin,Greif...
11,Karls...,Mannheim
12,Karls...,Kaise...
13,Karls...,Saarb...
14,Stutt...,Karls...
15,Dortmund,Kassel
16,Kassel,Erfurt
17,Konstanz,Kempten
18,Schwerin,Kiel
19,Duess...,Koeln
20,Stutt...,Konstanz
21,Berlin,Magde...
22,Mannheim,Darms...
23,Wesel,Norden
24,Regen...,Passau
25,Nuern...,Regen...
26,Saarb...,Trier
27,Berlin,Schwerin
28,Stutt...,Ulm
29,Wesel,Essen
30,Erfurt,Wuerz...
31,Wuerz...,Stutt...
32,Wuerz...,Nuern...
