,0,1
0,Bayreuth,Leipzig
1,Nuern...,Bayreuth
2,Siegen,Biele...
3,Dortmund,Essen
4,Essen,Duess...
5,Konstanz,Freiburg
6,Giessen,Fulda
7,Giessen,Siegen
8,Koblenz,Kaise...
9,Kaise...,Darms...
10,Konstanz,Kempten
11,Koblenz,Koeln
12,Stutt...,Konstanz
13,Darms...,Mannheim
14,Dortmund,Muenster
15,Wesel,Norden
16,Regen...,Passau
17,Nuern...,Regen...
18,Trier,Saarb...
19,Siegen,Dortmund
20,Siegen,Koblenz
21,Trier,Aachen
22,Koblenz,Trier
23,Stutt...,Ulm
24,Essen,Wesel
25,Fulda,Wuerz...
26,Wuerz...,Stutt...
27,Wuerz...,Nuern...
