,0,1
0,Essen,Duess...
1,Erfurt,Leipzig
2,Muenster,Osnab...
3,Karls...,Saarb...
4,Nuern...,Regen...
5,Dortmund,Essen
6,Erfurt,Chemnitz
7,Erfurt,Wuerz...
8,Saarb...,Trier
9,Wesel,Norden
10,Stutt...,Konstanz
11,Aachen,Trier
12,Duess...,Koeln
13,Berlin,Greif...
14,Karls...,Kaise...
15,Konstanz,Freiburg
16,Dortmund,Muenster
17,Essen,Wesel
18,Wesel,Aachen
19,Kassel,Erfurt
20,Regen...,Passau
21,Braun...,Kassel
22,Erfurt,Dresden
23,Stutt...,Karls...
24,Wuerz...,Stutt...
25,Kassel,Dortmund
26,Karls...,Mannheim
27,Wuerz...,Nuern...
28,Hamburg,Braun...
29,Konstanz,Kempten
30,Nuern...,Bayreuth
31,Dresden,Berlin
