,0,1
0,"(2, 2)","(0, 2)"
1,"(0, 3)","(0, 7)"
2,"(0, 7)","(1, 7)"
3,"(0, 7)","(2, 7)"
4,"(1, 7)","(1, 4)"
5,"(1, 7)","(1, 5)"
6,"(2, 2)","(2, 0)"
7,"(2, 2)","(4, 2)"
8,"(2, 5)","(2, 2)"
9,"(2, 7)","(2, 4)"
10,"(2, 5)","(4, 5)"
11,"(2, 5)","(5, 5)"
12,"(2, 5)","(6, 5)"
13,"(2, 7)","(2, 5)"
14,"(2, 7)","(4, 7)"
15,"(2, 7)","(5, 7)"
16,"(2, 7)","(6, 7)"
17,"(5, 4)","(3, 4)"
18,"(5, 7)","(3, 7)"
19,"(4, 7)","(4, 3)"
20,"(4, 7)","(4, 4)"
21,"(4, 5)","(7, 5)"
22,"(4, 7)","(4, 6)"
23,"(5, 7)","(5, 4)"
24,"(5, 7)","(5, 6)"
25,"(5, 7)","(7, 7)"
26,"(6, 7)","(6, 3)"
27,"(6, 7)","(6, 6)"
28,"(7, 7)","(7, 4)"
29,"(7, 7)","(7, 6)"
