,0,1
0,Braun...,Biele...
1,Fulda,Wuerz...
2,Kassel,Giessen
3,Braun...,Hamburg
4,Muenster,Osnab...
5,Nuern...,Regen...
6,Frank...,Darms...
7,Dortmund,Siegen
8,Essen,Dortmund
9,Kiel,Flens...
10,Frank...,Koblenz
11,Stutt...,Konstanz
12,Kassel,Fulda
13,Giessen,Fulda
14,Fulda,Frank...
15,Dortmund,Kassel
16,Konstanz,Freiburg
17,Braun...,Magde...
18,Koblenz,Trier
19,Dortmund,Muenster
20,Wesel,Essen
21,Regen...,Passau
22,Kaise...,Saarb...
23,Wuerz...,Stutt...
24,Kassel,Braun...
25,Koblenz,Koeln
26,Wuerz...,Nuern...
27,Konstanz,Kempten
28,Schwerin,Greif...
29,Darms...,Mannheim
30,Hamburg,Schwerin
31,Darms...,Kaise...
32,Hamburg,Kiel
