,0,1
0,Leipzig,Bayreuth
1,Braun...,Hamburg
2,Flens...,Breme...
3,Frank...,Darms...
4,Dortmund,Essen
5,Essen,Duess...
6,Leipzig,Erfurt
7,Kiel,Flens...
8,Konstanz,Freiburg
9,Kassel,Fulda
10,Fulda,Frank...
11,Kassel,Giessen
12,Karls...,Mannheim
13,Karls...,Saarb...
14,Stutt...,Karls...
15,Kassel,Dortmund
16,Erfurt,Kassel
17,Kassel,Braun...
18,Konstanz,Kempten
19,Hamburg,Kiel
20,Duess...,Koeln
21,Stutt...,Konstanz
22,Dortmund,Muenster
23,Wesel,Norden
24,Norden,Olden...
25,Regen...,Passau
26,Nuern...,Regen...
27,Aachen,Trier
28,Stutt...,Ulm
29,Essen,Wesel
30,Wesel,Aachen
31,Erfurt,Wuerz...
32,Wuerz...,Stutt...
33,Wuerz...,Nuern...
