,0,1
0,Augsburg,Ulm
1,Augsburg,Muenchen
2,Leipzig,Bayreuth
3,Erfurt,Chemnitz
4,Erfurt,Leipzig
5,Erfurt,Dresden
6,Karls...,Freiburg
7,Konstanz,Freiburg
8,Berlin,Greif...
9,Kaise...,Koblenz
10,Kaise...,Darms...
11,Karls...,Mannheim
12,Karls...,Kaise...
13,Karls...,Saarb...
14,Stutt...,Karls...
15,Kassel,Erfurt
16,Muenchen,Kempten
17,Koblenz,Koeln
18,Stutt...,Konstanz
19,Leipzig,Berlin
20,Muenchen,Passau
21,Muenchen,Regen...
22,Saarb...,Trier
23,Trier,Aachen
24,Erfurt,Wuerz...
25,Wuerz...,Stutt...
26,Wuerz...,Augsburg
