,0,1
0,Augsburg,Ulm
1,Muenchen,Augsburg
2,Braun...,Magde...
3,Braun...,Hamburg
4,Braun...,Hannover
5,Braun...,Biele...
6,Bremen,Breme...
7,Frank...,Darms...
8,Dortmund,Essen
9,Essen,Duess...
10,Erfurt,Dresden
11,Kiel,Flens...
12,Kassel,Giessen
13,Giessen,Frank...
14,Hannover,Bremen
15,Kassel,Dortmund
16,Erfurt,Kassel
17,Kassel,Braun...
18,Kempten,Muenchen
19,Hamburg,Kiel
20,Duess...,Koeln
21,Dortmund,Muenster
22,Wesel,Norden
23,Muenchen,Nuern...
24,Wesel,Olden...
25,Hannover,Osnab...
26,Muenchen,Passau
27,Passau,Regen...
28,Dortmund,Siegen
29,Essen,Wesel
30,Wuerz...,Erfurt
31,Augsburg,Wuerz...
32,Nuern...,Wuerz...
