,0,1
0,"(0, 0)","(2, 0)"
1,"(3, 4)","(1, 4)"
2,"(3, 6)","(1, 6)"
3,"(2, 0)","(5, 0)"
4,"(6, 6)","(2, 6)"
5,"(5, 0)","(3, 0)"
6,"(7, 2)","(3, 2)"
7,"(3, 2)","(3, 6)"
8,"(7, 4)","(3, 4)"
9,"(7, 5)","(3, 5)"
10,"(3, 6)","(3, 7)"
11,"(7, 0)","(4, 0)"
12,"(7, 1)","(4, 1)"
13,"(4, 5)","(4, 2)"
14,"(4, 5)","(4, 3)"
15,"(7, 4)","(4, 4)"
16,"(7, 5)","(4, 5)"
17,"(4, 5)","(4, 7)"
18,"(7, 6)","(4, 6)"
19,"(5, 0)","(7, 0)"
20,"(5, 0)","(5, 2)"
21,"(5, 2)","(5, 6)"
22,"(7, 3)","(5, 3)"
23,"(7, 4)","(5, 4)"
24,"(7, 5)","(5, 5)"
25,"(5, 5)","(5, 7)"
26,"(7, 0)","(6, 0)"
27,"(6, 6)","(6, 3)"
28,"(7, 4)","(6, 4)"
29,"(7, 5)","(6, 5)"
30,"(7, 6)","(6, 6)"
31,"(7, 7)","(6, 7)"
32,"(7, 0)","(7, 1)"
33,"(7, 0)","(7, 2)"
34,"(7, 2)","(7, 4)"
35,"(7, 2)","(7, 5)"
36,"(7, 2)","(7, 6)"
37,"(7, 5)","(7, 3)"
38,"(7, 5)","(7, 7)"
