,0,1
0,"(0, 0)","(0, 2)"
1,"(0, 2)","(2, 2)"
2,"(0, 2)","(0, 5)"
3,"(0, 5)","(1, 5)"
4,"(1, 5)","(3, 5)"
5,"(1, 5)","(1, 7)"
6,"(2, 2)","(5, 2)"
7,"(2, 2)","(2, 4)"
8,"(2, 2)","(2, 6)"
9,"(2, 4)","(4, 4)"
10,"(2, 6)","(4, 6)"
11,"(2, 6)","(6, 6)"
12,"(5, 4)","(3, 4)"
13,"(3, 5)","(6, 5)"
14,"(4, 6)","(3, 6)"
15,"(5, 7)","(3, 7)"
16,"(4, 6)","(4, 3)"
17,"(4, 6)","(4, 7)"
18,"(5, 2)","(5, 4)"
19,"(5, 2)","(5, 5)"
20,"(5, 2)","(5, 6)"
21,"(5, 4)","(5, 3)"
22,"(5, 4)","(7, 4)"
23,"(5, 4)","(5, 7)"
24,"(5, 6)","(7, 6)"
25,"(6, 6)","(6, 3)"
26,"(7, 4)","(6, 4)"
27,"(6, 6)","(6, 7)"
28,"(7, 3)","(7, 1)"
29,"(7, 4)","(7, 3)"
30,"(7, 4)","(7, 7)"
