,0,1
0,Essen,Duess...
1,Giessen,Siegen
2,Siegen,Biele...
3,Kassel,Giessen
4,Muenster,Osnab...
5,Karls...,Saarb...
6,Dortmund,Siegen
7,Dortmund,Essen
8,Wesel,Olden...
9,Koblenz,Kaise...
10,Wesel,Norden
11,Olden...,Bremen
12,Koblenz,Trier
13,Dortmund,Muenster
14,Essen,Wesel
15,Wesel,Aachen
16,Erfurt,Kassel
17,Siegen,Koblenz
18,Leipzig,Dresden
19,Kaise...,Karls...
20,Kaise...,Darms...
21,Koblenz,Koeln
22,Kassel,Dortmund
23,Karls...,Mannheim
24,Leipzig,Erfurt
25,Karls...,Freiburg
26,Bremen,Breme...
27,Dresden,Chemnitz
