,0,1
0,"('3', '5')","('3', '4')"
1,"('6', '2')","('6', '5')"
2,"('4', '5')","('3', '5')"
3,"('7', '5')","('7', '6')"
4,"('6', '5')","('6', '7')"
5,"('7', '5')","('7', '4')"
6,"('6', '2')","('6', '1')"
7,"('6', '3')","('5', '3')"
8,"('4', '5')","('7', '5')"
9,"('6', '7')","('7', '7')"
10,"('7', '0')","('5', '0')"
11,"('6', '0')","('7', '0')"
12,"('6', '1')","('3', '1')"
13,"('6', '1')","('6', '3')"
14,"('4', '2')","('5', '2')"
15,"('4', '5')","('5', '5')"
16,"('4', '2')","('4', '5')"
17,"('4', '5')","('4', '3')"
18,"('6', '2')","('6', '0')"
19,"('4', '2')","('6', '2')"
20,"('4', '5')","('4', '7')"
21,"('5', '2')","('5', '1')"
