,0,1
0,"(0, 1)","(0, 0)"
1,"(1, 1)","(1, 0)"
2,"(2, 1)","(2, 0)"
3,"(4, 1)","(4, 0)"
4,"(2, 1)","(0, 1)"
5,"(1, 1)","(1, 3)"
6,"(3, 1)","(1, 1)"
7,"(2, 3)","(2, 1)"
8,"(4, 1)","(3, 1)"
9,"(3, 1)","(5, 1)"
10,"(4, 3)","(4, 1)"
11,"(6, 3)","(6, 1)"
12,"(2, 5)","(2, 2)"
13,"(2, 3)","(0, 3)"
14,"(2, 3)","(2, 4)"
15,"(2, 3)","(2, 5)"
16,"(4, 3)","(2, 3)"
17,"(2, 3)","(5, 3)"
18,"(2, 3)","(6, 3)"
19,"(6, 3)","(3, 3)"
20,"(4, 7)","(4, 3)"
21,"(6, 3)","(6, 5)"
22,"(6, 3)","(6, 6)"
23,"(6, 3)","(6, 7)"
24,"(2, 4)","(0, 4)"
25,"(2, 5)","(0, 5)"
26,"(2, 5)","(5, 5)"
