,0,1
0,"(3, 6)","(5, 6)"
1,"(7, 2)","(6, 2)"
2,"(4, 2)","(4, 6)"
3,"(4, 6)","(4, 7)"
4,"(7, 0)","(6, 0)"
5,"(4, 2)","(4, 5)"
6,"(7, 2)","(7, 4)"
7,"(4, 2)","(2, 2)"
8,"(3, 6)","(6, 6)"
9,"(4, 0)","(2, 0)"
10,"(7, 4)","(5, 4)"
11,"(3, 6)","(3, 7)"
12,"(4, 7)","(7, 7)"
13,"(7, 2)","(7, 5)"
14,"(4, 5)","(2, 5)"
15,"(4, 6)","(2, 6)"
16,"(4, 2)","(4, 4)"
17,"(4, 6)","(3, 6)"
18,"(7, 0)","(5, 0)"
19,"(7, 2)","(7, 6)"
20,"(2, 5)","(6, 5)"
21,"(2, 0)","(0, 0)"
22,"(4, 1)","(4, 0)"
23,"(4, 0)","(4, 2)"
24,"(2, 5)","(0, 5)"
25,"(4, 7)","(2, 7)"
26,"(4, 2)","(7, 2)"
27,"(4, 0)","(7, 0)"
28,"(7, 2)","(5, 2)"
29,"(2, 5)","(5, 5)"
30,"(2, 6)","(0, 6)"
