,0,1
0,"(3, 7)","(4, 7)"
1,"(3, 2)","(3, 1)"
2,"(3, 2)","(7, 2)"
3,"(7, 2)","(7, 4)"
4,"(0, 2)","(1, 2)"
5,"(3, 2)","(3, 4)"
6,"(3, 3)","(4, 3)"
7,"(7, 5)","(5, 5)"
8,"(7, 4)","(5, 4)"
9,"(7, 3)","(5, 3)"
10,"(3, 2)","(3, 5)"
11,"(7, 6)","(5, 6)"
12,"(7, 2)","(7, 5)"
13,"(3, 5)","(4, 5)"
14,"(7, 1)","(6, 1)"
15,"(3, 2)","(3, 6)"
16,"(3, 6)","(7, 6)"
17,"(7, 7)","(6, 7)"
18,"(3, 3)","(1, 3)"
19,"(3, 1)","(7, 1)"
20,"(7, 7)","(5, 7)"
21,"(3, 7)","(7, 7)"
22,"(3, 6)","(4, 6)"
23,"(7, 4)","(7, 3)"
24,"(1, 2)","(1, 4)"
25,"(3, 4)","(3, 7)"
26,"(3, 4)","(3, 3)"
27,"(3, 4)","(4, 4)"
28,"(1, 2)","(3, 2)"
