,0,1
0,Muenchen,Passau
1,Essen,Duess...
2,Braun...,Hamburg
3,Dortmund,Essen
4,Erfurt,Chemnitz
5,Stutt...,Ulm
6,Erfurt,Wuerz...
7,Kiel,Flens...
8,Wesel,Norden
9,Aachen,Trier
10,Biele...,Braun...
11,Duess...,Koeln
12,Muenchen,Kempten
13,Berlin,Greif...
14,Karls...,Kaise...
15,Essen,Wesel
16,Wesel,Aachen
17,Kassel,Erfurt
18,Wuerz...,Augsburg
19,Braun...,Kassel
20,Erfurt,Dresden
21,Kaise...,Saarb...
22,Stutt...,Karls...
23,Wuerz...,Stutt...
24,Kassel,Dortmund
25,Karls...,Mannheim
26,Augsburg,Muenchen
27,Dresden,Berlin
28,Mannheim,Darms...
29,Karls...,Freiburg
30,Hamburg,Kiel
