,0,1
0,Bayreuth,Leipzig
1,Nuern...,Bayreuth
2,Braun...,Magde...
3,Hamburg,Braun...
4,Frank...,Darms...
5,Dortmund,Essen
6,Essen,Duess...
7,Frank...,Koblenz
8,Konstanz,Freiburg
9,Kassel,Fulda
10,Fulda,Frank...
11,Berlin,Greif...
12,Koblenz,Kaise...
13,Kassel,Dortmund
14,Braun...,Kassel
15,Konstanz,Kempten
16,Koblenz,Koeln
17,Stutt...,Konstanz
18,Magde...,Berlin
19,Darms...,Mannheim
20,Dortmund,Muenster
21,Wesel,Norden
22,Wesel,Olden...
23,Regen...,Passau
24,Nuern...,Regen...
25,Trier,Saarb...
26,Koblenz,Siegen
27,Siegen,Koblenz
28,Koblenz,Trier
29,Essen,Wesel
30,Wesel,Aachen
31,Fulda,Wuerz...
32,Wuerz...,Stutt...
33,Wuerz...,Nuern...
