,0,1
0,Muenchen,Passau
1,Essen,Duess...
2,Biele...,Siegen
3,Erfurt,Leipzig
4,Karls...,Saarb...
5,Siegen,Giessen
6,Dortmund,Essen
7,Erfurt,Chemnitz
8,Stutt...,Ulm
9,Erfurt,Wuerz...
10,Muenster,Dortmund
11,Muenster,Biele...
12,Berlin,Magde...
13,Muenchen,Kempten
14,Berlin,Greif...
15,Karls...,Kaise...
16,Dortmund,Kassel
17,Kassel,Erfurt
18,Wuerz...,Augsburg
19,Erfurt,Dresden
20,Stutt...,Karls...
21,Wuerz...,Stutt...
22,Osnab...,Muenster
23,Karls...,Mannheim
24,Augsburg,Muenchen
25,Dresden,Berlin
26,Karls...,Freiburg
27,Leipzig,Berlin
