,0,1
0,Muenchen,Passau
1,Siegen,Biele...
2,Fulda,Wuerz...
3,Braun...,Hamburg
4,Siegen,Giessen
5,Kiel,Flens...
6,Muenchen,Regen...
7,Wesel,Norden
8,Magde...,Berlin
9,Koblenz,Siegen
10,Biele...,Braun...
11,Giessen,Fulda
12,Berlin,Greif...
13,Duess...,Essen
14,Braun...,Magde...
15,Kaise...,Koblenz
16,Koeln,Duess...
17,Biele...,Muenster
18,Aachen,Wesel
19,Wuerz...,Augsburg
20,Leipzig,Bayreuth
21,Kaise...,Saarb...
22,Kaise...,Darms...
23,Koblenz,Koeln
24,Koeln,Aachen
25,Augsburg,Muenchen
26,Dresden,Chemnitz
27,Berlin,Dresden
28,Magde...,Leipzig
29,Hamburg,Kiel
