,0,1
0,Essen,Duess...
1,Braun...,Biele...
2,Bayreuth,Chemnitz
3,Fulda,Wuerz...
4,Kassel,Giessen
5,Braun...,Hamburg
6,Muenster,Osnab...
7,Norden,Wesel
8,Nuern...,Regen...
9,Frank...,Darms...
10,Essen,Dortmund
11,Kiel,Flens...
12,Frank...,Koblenz
13,Koblenz,Kaise...
14,Stutt...,Konstanz
15,Kassel,Fulda
16,Duess...,Koeln
17,Muenchen,Kempten
18,Fulda,Frank...
19,Kempten,Konstanz
20,Dortmund,Kassel
21,Konstanz,Freiburg
22,Braun...,Magde...
23,Koblenz,Trier
24,Dortmund,Muenster
25,Wesel,Essen
26,Regen...,Passau
27,Hamburg,Hannover
28,Kaise...,Saarb...
29,Wuerz...,Stutt...
30,Kassel,Braun...
31,Wuerz...,Nuern...
32,Konstanz,Kempten
33,Schwerin,Greif...
34,Darms...,Mannheim
35,Nuern...,Bayreuth
36,Hamburg,Schwerin
37,Hamburg,Kiel
