,0,1
0,Muenchen,Passau
1,Essen,Duess...
2,Kassel,Giessen
3,Karls...,Saarb...
4,Dortmund,Essen
5,Dresden,Erfurt
6,Erfurt,Wuerz...
7,Augsburg,Ulm
8,Muenchen,Regen...
9,Saarb...,Trier
10,Wesel,Olden...
11,Wesel,Norden
12,Stutt...,Konstanz
13,Duess...,Koeln
14,Muenchen,Kempten
15,Berlin,Greif...
16,Karls...,Kaise...
17,Essen,Wesel
18,Wesel,Aachen
19,Erfurt,Kassel
20,Wuerz...,Augsburg
21,Stutt...,Karls...
22,Wuerz...,Stutt...
23,Kassel,Dortmund
24,Karls...,Mannheim
25,Wuerz...,Nuern...
26,Augsburg,Muenchen
27,Mannheim,Darms...
28,Karls...,Freiburg
29,Dresden,Chemnitz
30,Berlin,Dresden
