,0,1
0,Augsburg,Muenchen
1,Braun...,Hamburg
2,Braun...,Biele...
3,Flens...,Breme...
4,Frank...,Darms...
5,Kiel,Flens...
6,Frank...,Koblenz
7,Karls...,Freiburg
8,Kassel,Fulda
9,Fulda,Frank...
10,Kassel,Giessen
11,Schwerin,Greif...
12,Hamburg,Schwerin
13,Koblenz,Kaise...
14,Karls...,Mannheim
15,Karls...,Saarb...
16,Stutt...,Karls...
17,Dortmund,Kassel
18,Kassel,Braun...
19,Muenchen,Kempten
20,Hamburg,Kiel
21,Koblenz,Koeln
22,Berlin,Leipzig
23,Muenchen,Passau
24,Schwerin,Berlin
25,Trier,Aachen
26,Koblenz,Trier
27,Fulda,Wuerz...
28,Wuerz...,Stutt...
29,Wuerz...,Augsburg
