,0,1
0,Schwerin,Kiel
1,Siegen,Biele...
2,Fulda,Wuerz...
3,Braun...,Hamburg
4,Siegen,Dortmund
5,Magde...,Schwerin
6,Koblenz,Frank...
7,Nuern...,Regen...
8,Frank...,Darms...
9,Erfurt,Chemnitz
10,Kiel,Flens...
11,Nuern...,Muenchen
12,Koblenz,Kaise...
13,Magde...,Berlin
14,Koblenz,Siegen
15,Aachen,Koeln
16,Aachen,Trier
17,Biele...,Braun...
18,Trier,Koblenz
19,Muenchen,Kempten
20,Frank...,Giessen
21,Braun...,Magde...
22,Koeln,Duess...
23,Biele...,Muenster
24,Regen...,Passau
25,Wuerz...,Augsburg
26,Koeln,Koblenz
27,Braun...,Kassel
28,Erfurt,Dresden
29,Wuerz...,Nuern...
30,Frank...,Fulda
31,Schwerin,Greif...
32,Wuerz...,Erfurt
33,Nuern...,Bayreuth
34,Magde...,Leipzig
